Name,Description,Website
Giveth,a non-profit blockchain-based platform designed to reengineer the incentive structure used for charitable giving by enabling ‘Decentralized Altruistic Communities” (DAC) come together in support of a cause or campaign,http://www.giveth.io
Provenance,"a social enterprise building a traceability system for materials and products using blockchain. They have multiple case studies including in food & drinks with Princes (Tuna), Anchor (milk), Napolina (tomato cans), Marleybones (dog food)",https://www.provenance.org
AgUnity,"a company helping the smallest farmers in developing countries via the use of blockchain tech, using Distributed Cryptoledger And Mobile Apps To Create A Circle Of Trust For Small Farmer Co-Operatives",http://agunity.com/
Coinsense,a non-profit collaboration platform where individual and communities can issue their own coins,https://coinsence.org/
DAOstack,the creation of antirivalous decentralized organizations at scale,https://daostack.io/
Circularise,a blockchain-based communication protocol that turns fair working conditions and sustainable sourcing of raw material into a standard through facilitating bottom-up processes.,https://www.circularise.com
SUKU,"a blockchain-based ecosystem that aims to make supply chains more transparent, efficient, and accessible by offering a supply-chain-as-a-service platform that connects businesses and consumers",https://www.suku.world
OURZ,"a platform offering an open and holistic ecosystem around supply chains and product transparency, with customizable solutions for your business",https://ourz.world
KimboCare,"a blockchain-enabled tech platform, developed in Swiss Laboratories and aiming to improve the accessibility of healthcare in developing regions",https://kimbocare.com/
Bext360,a blockchain technologies that streamline critical supply chains in emerging economies especially used for coffee production,https://www.bext360.com/
Sovrin,"a private-sector, international non-profit that was established to govern the world’s first self-sovereign identity (SSI) network",https://sovrin.org/
Alice.si,a platform that brings transparency to social funding through blockchain technology,http://alice.si/
Chronicled,"a blockchain technology for the secure exchange of physical assets, especially working on supply chains, brand protection and anti-counterfeiting",https://chronicled.com/
SolShare,"a blockchain-based ""swarm electrification"" service to allow solar producers to sell solar electricity to their neighbors, especially in Bengladesh",https://www.me-solshare.com/
VeChain foundation,a partnership utilizing the supply chain enhancement capabilities of the VeChain platform for the benefit of BMW’s business process,https://www.vechain.org/
Energy Web Foundation,"a global non-profit Foundation, focused on accelerating blockchain technology in the energy sector through an alliance with many European energy giants and energy blockchain start-ups",https://energyweb.org/
Domi,"a blockchain-based rental management platform that enables tenants to “passport” their rental data wherever they relocate, and offers a streamlined and secure means for landlords to manage rental contracts with both local and foreign tenants",https://www.domilabs.io
Arcadia Blockchain Technologies,a software that enables NGOs and aid organizations to offer peer-to-peer financial services to refugees and other marginalized communities.,https://www.arcadiablockchain.com/
DTube,a new type of social media that empowers users and respect their privacy,https://d.tube/
Toucan Protocol,an open and decentralized climate finance ecosystem,"
https://toucan.earth"
erable°,"a unique investment platform for funding the ecological transition, making investing in this transition accessible to retail investors. We help accelerate circular economy businesses by allowing them to raise non-dilutive funding whilst building a community of consumers.",http://erable.com/
BCDC,a UK based start-up committed to developing new technologies and leveraging them to make a positive impact on the world,https://www.bcdc.online
Pesabase,"a remittance, payment and banking e-wallet solution that uses the OmiseGo blockchain to provide financial simplification and inclusion in Africa",https://pesabase.com/
Everex,"a blockchain-powered financial services platform that enables you to transfer, borrow, and trade in any fiat currency, anywhere",https://www.everex.io/
Boulé,a voting technology based on the blockchain. (Project seems inactive or has been aborted),https://www.boule.one/
Irisguard,"The world’s leading supplier of end-to-end iris recognition financial delivery platforms, providing financial inclusion for refugees and vulnerable populations","https://www.irisguard.com/
"
Amply,a mobile application for Early Childhood Development service providers to use to track their students’ attendance,http://amply.tech/
KHWCoin,"an application that will provide network participants with a platform to trade, exchange, donate and democratize the value of two-way generation on power grids worldwide",https://kwhcoin.com/
LO3 Energy,"a start-up developing blockchain based innovations to revolutionize how energy can be generated, stored, bought, sold and used, all at the local level",https://lo3energy.com/
PowerLedger,a global leading peer-to-peer marketplace for renewable energy as well as blockchain platform for any individual and oganization to build blockchain-based solutions for energy markets,https://powerledger.io/
Pylon Network,"an open-source, P2P energy trading platform designed as a cooperation tool for all players of the energy sector, who want to be part of the energy transition",https://pylon-network.org/
EcoBit,a green project supported by the Kelantan State Government in Malaysia to fund and develop green projects which will create food and provide health benefits to people,"https://www.ecobit.io/
"
eCharge,a start-up enabling to use 100% green energy when charging any electronic device via its hotel parking charging network,https://eenergyplc.com/
Climatetrade,"a service that allows individuals and corporations to compensate their offsets by buying carbon credits through with tokens, and zero/negative emission producers to monetise their efforts",https://climatetrade.com/
Cashaa,"the Next Generation banking Platform for the Next Billion, building a no-fee remittance system for the remittance market. (Project seems inactive or has been aborted)",https://cashaa.com/
Koina,a modern sustainable monetary system and credit network to finance production and supply chains. (Project seems inactive or has been aborted),https://koina.cc/page/system
Moeda,"a cooperative banking as-a-service fintech powered by blockchain, built for everyone",https://moeda.in/
Stellar,"a free, open-source network that lets anyone build low-cost financial products for their community, connecting banks, payments systems, and people",https://www.stellar.org/
Faircoin,a global cryptocurrency to be used for transfers among a global cooperative network,https://fair-coin.org/
Bitfury Project in Georgia,a project between the Bitfury group and the Republic of Georgia for advance transparency by developing a system for registering land titles using the Blockchain for the National Agency of Public Registry,http://bitfury.com/
Factom & Honduras land titling,a permanent and secure land title record system using blockchain technology powered by Factom together with the government of Honduras,https://www.factom.com/
Uport,a self-sovereign identity and user-centric data platform built on Ethereum: the keys to the digital world you've always wanted,https://uport.me
Followmyvote,a secure and transparent online voting solution for the modern age,"https://followmyvote.com/
 "
Pinkcoin,a blockchain-based network and tokenized donation platform,https://getstarted.with.pink/
Votem,a revolutionary mobile voting platform designed to securely cast votes in elections across the globe,"https://votem.com/
"
Aidcoin,"the ERC20 token that aims to become the preferred method to donate transparently through the Ethereum blockchain, as a project conceived and developed by CharityStars",https://www.aidcoin.co
